county,candidate,votes,precinct,office,district,party
HARRISON,Fox,1,ALL,President of the US,,OTH
HARRISON,Sonski,0,ALL,President of the US,,OTH
HARRISON,West,0,ALL,President of the US,,OTH
HARTLEY,Trump,1843,ALL,President of the US,,REP
HARTLEY,Harris,163,ALL,President of the US,,DEM
HARTLEY,Oliver,8,ALL,President of the US,,LIB
HARTLEY,Stein,2,ALL,President of the US,,GRN
HARTLEY,Ayyadurai,0,ALL,President of the US,,OTH
HARTLEY,Cuellar,0,ALL,President of the US,,OTH
HARTLEY,DeLaCruz,0,ALL,President of the US,,OTH
HARTLEY,Fox,0,ALL,President of the US,,OTH
HARTLEY,Sonski,0,ALL,President of the US,,OTH
HARTLEY,West,0,ALL,President of the US,,OTH
HASKELL,Trump,1915,ALL,President of the US,,REP
HASKELL,Harris,312,ALL,President of the US,,DEM
HASKELL,Oliver,12,ALL,President of the US,,LIB
HASKELL,Stein,3,ALL,President of the US,,GRN
HASKELL,Ayyadurai,0,ALL,President of the US,,OTH
HASKELL,Cuellar,0,ALL,President of the US,,OTH
HASKELL,DeLaCruz,1,ALL,President of the US,,OTH
HASKELL,Fox,0,ALL,President of the US,,OTH
HASKELL,Sonski,0,ALL,President of the US,,OTH
HASKELL,West,0,ALL,President of the US,,OTH
HAYS,Trump,58299,ALL,President of the US,,REP
HAYS,Harris,65294,ALL,President of the US,,DEM
HAYS,Oliver,976,ALL,President of the US,,LIB
HAYS,Stein,742,ALL,President of the US,,GRN
HAYS,Ayyadurai,5,ALL,President of the US,,OTH
HAYS,Cuellar,0,ALL,President of the US,,OTH
HAYS,DeLaCruz,51,ALL,President of the US,,OTH
HAYS,Fox,0,ALL,President of the US,,OTH
HAYS,Sonski,54,ALL,President of the US,,OTH
HAYS,West,25,ALL,President of the US,,OTH
HEMPHILL,Trump,1412,ALL,President of the US,,REP
HEMPHILL,Harris,190,ALL,President of the US,,DEM
HEMPHILL,Oliver,7,ALL,President of the US,,LIB
HEMPHILL,Stein,3,ALL,President of the US,,GRN
HEMPHILL,Ayyadurai,0,ALL,President of the US,,OTH
HEMPHILL,Cuellar,0,ALL,President of the US,,OTH
HEMPHILL,DeLaCruz,0,ALL,President of the US,,OTH
HEMPHILL,Fox,0,ALL,President of the US,,OTH
HEMPHILL,Sonski,0,ALL,President of the US,,OTH
HEMPHILL,West,0,ALL,President of the US,,OTH
HENDERSON,Trump,31252,ALL,President of the US,,REP
HENDERSON,Harris,6875,ALL,President of the US,,DEM
HENDERSON,Oliver,151,ALL,President of the US,,LIB
HENDERSON,Stein,78,ALL,President of the US,,GRN
HENDERSON,Ayyadurai,0,ALL,President of the US,,OTH
HENDERSON,Cuellar,0,ALL,President of the US,,OTH
HENDERSON,DeLaCruz,1,ALL,President of the US,,OTH
HENDERSON,Fox,0,ALL,President of the US,,OTH
HENDERSON,Sonski,10,ALL,President of the US,,OTH
HENDERSON,West,1,ALL,President of the US,,OTH
HIDALGO,Trump,110541,ALL,President of the US,,REP
HIDALGO,Harris,104191,ALL,President of the US,,DEM
HIDALGO,Oliver,803,ALL,President of the US,,LIB
HIDALGO,Stein,1109,ALL,President of the US,,GRN
HIDALGO,Ayyadurai,4,ALL,President of the US,,OTH
HIDALGO,Cuellar,3,ALL,President of the US,,OTH
HIDALGO,DeLaCruz,32,ALL,President of the US,,OTH
HIDALGO,Fox,0,ALL,President of the US,,OTH
HIDALGO,Sonski,15,ALL,President of the US,,OTH
HIDALGO,West,17,ALL,President of the US,,OTH
HILL,Trump,13646,ALL,President of the US,,REP
HILL,Harris,2916,ALL,President of the US,,DEM
HILL,Oliver,78,ALL,President of the US,,LIB
HILL,Stein,37,ALL,President of the US,,GRN
HILL,Ayyadurai,0,ALL,President of the US,,OTH
HILL,Cuellar,0,ALL,President of the US,,OTH
HILL,DeLaCruz,0,ALL,President of the US,,OTH
HILL,Fox,0,ALL,President of the US,,OTH
HILL,Sonski,3,ALL,President of the US,,OTH
HILL,West,0,ALL,President of the US,,OTH
HOCKLEY,Trump,6610,ALL,President of the US,,REP
HOCKLEY,Harris,1321,ALL,President of the US,,DEM
HOCKLEY,Oliver,34,ALL,President of the US,,LIB
HOCKLEY,Stein,14,ALL,President of the US,,GRN
HOCKLEY,Ayyadurai,0,ALL,President of the US,,OTH
HOCKLEY,Cuellar,0,ALL,President of the US,,OTH
HOCKLEY,DeLaCruz,0,ALL,President of the US,,OTH
HOCKLEY,Fox,0,ALL,President of the US,,OTH
HOCKLEY,Sonski,1,ALL,President of the US,,OTH
HOCKLEY,West,0,ALL,President of the US,,OTH
HOOD,Trump,30136,ALL,President of the US,,REP
HOOD,Harris,6052,ALL,President of the US,,DEM
HOOD,Oliver,194,ALL,President of the US,,LIB
HOOD,Stein,100,ALL,President of the US,,GRN
HOOD,Ayyadurai,1,ALL,President of the US,,OTH
HOOD,Cuellar,0,ALL,President of the US,,OTH
HOOD,DeLaCruz,1,ALL,President of the US,,OTH
HOOD,Fox,0,ALL,President of the US,,OTH
HOOD,Sonski,11,ALL,President of the US,,OTH
HOOD,West,2,ALL,President of the US,,OTH
HOPKINS,Trump,13682,ALL,President of the US,,REP
HOPKINS,Harris,2909,ALL,President of the US,,DEM
HOPKINS,Oliver,65,ALL,President of the US,,LIB
HOPKINS,Stein,36,ALL,President of the US,,GRN
HOPKINS,Ayyadurai,0,ALL,President of the US,,OTH
HOPKINS,Cuellar,0,ALL,President of the US,,OTH
HOPKINS,DeLaCruz,0,ALL,President of the US,,OTH
HOPKINS,Fox,0,ALL,President of the US,,OTH
HOPKINS,Sonski,4,ALL,President of the US,,OTH
HOPKINS,West,1,ALL,President of the US,,OTH
HOUSTON,Trump,7234,ALL,President of the US,,REP
HOUSTON,Harris,2062,ALL,President of the US,,DEM
HOUSTON,Oliver,33,ALL,President of the US,,LIB
HOUSTON,Stein,17,ALL,President of the US,,GRN
HOUSTON,Ayyadurai,2,ALL,President of the US,,OTH
HOUSTON,Cuellar,0,ALL,President of the US,,OTH
HOUSTON,DeLaCruz,1,ALL,President of the US,,OTH
HOUSTON,Fox,0,ALL,President of the US,,OTH
HOUSTON,Sonski,0,ALL,President of the US,,OTH
HOUSTON,West,0,ALL,President of the US,,OTH
HOWARD,Trump,7813,ALL,President of the US,,REP
HOWARD,Harris,1754,ALL,President of the US,,DEM
HOWARD,Oliver,44,ALL,President of the US,,LIB
HOWARD,Stein,20,ALL,President of the US,,GRN
HOWARD,Ayyadurai,0,ALL,President of the US,,OTH
HOWARD,Cuellar,0,ALL,President of the US,,OTH
HOWARD,DeLaCruz,0,ALL,President of the US,,OTH
HOWARD,Fox,0,ALL,President of the US,,OTH
HOWARD,Sonski,1,ALL,President of the US,,OTH
HOWARD,West,0,ALL,President of the US,,OTH
HUDSPETH,Trump,747,ALL,President of the US,,REP
HUDSPETH,Harris,272,ALL,President of the US,,DEM
HUDSPETH,Oliver,8,ALL,President of the US,,LIB
HUDSPETH,Stein,4,ALL,President of the US,,GRN
HUDSPETH,Ayyadurai,0,ALL,President of the US,,OTH
HUDSPETH,Cuellar,0,ALL,President of the US,,OTH
HUDSPETH,DeLaCruz,0,ALL,President of the US,,OTH
HUDSPETH,Fox,0,ALL,President of the US,,OTH
HUDSPETH,Sonski,0,ALL,President of the US,,OTH
HUDSPETH,West,0,ALL,President of the US,,OTH
HUNT,Trump,36115,ALL,President of the US,,REP
HUNT,Harris,10195,ALL,President of the US,,DEM
HUNT,Oliver,237,ALL,President of the US,,LIB
HUNT,Stein,117,ALL,President of the US,,GRN
HUNT,Ayyadurai,2,ALL,President of the US,,OTH
HUNT,Cuellar,0,ALL,President of the US,,OTH
HUNT,DeLaCruz,1,ALL,President of the US,,OTH
HUNT,Fox,0,ALL,President of the US,,OTH
HUNT,Sonski,26,ALL,President of the US,,OTH
HUNT,West,1,ALL,President of the US,,OTH
HUTCHINSON,Trump,7271,ALL,President of the US,,REP
HUTCHINSON,Harris,912,ALL,President of the US,,DEM
HUTCHINSON,Oliver,40,ALL,President of the US,,LIB
HUTCHINSON,Stein,15,ALL,President of the US,,GRN
HUTCHINSON,Ayyadurai,0,ALL,President of the US,,OTH
HUTCHINSON,Cuellar,1,ALL,President of the US,,OTH
HUTCHINSON,DeLaCruz,0,ALL,President of the US,,OTH
HUTCHINSON,Fox,0,ALL,President of the US,,OTH
HUTCHINSON,Sonski,2,ALL,President of the US,,OTH
HUTCHINSON,West,0,ALL,President of the US,,OTH
IRION,Trump,761,ALL,President of the US,,REP
IRION,Harris,105,ALL,President of the US,,DEM
IRION,Oliver,2,ALL,President of the US,,LIB
IRION,Stein,0,ALL,President of the US,,GRN
IRION,Ayyadurai,0,ALL,President of the US,,OTH
IRION,Cuellar,0,ALL,President of the US,,OTH
IRION,DeLaCruz,0,ALL,President of the US,,OTH
IRION,Fox,0,ALL,President of the US,,OTH
IRION,Sonski,0,ALL,President of the US,,OTH
IRION,West,0,ALL,President of the US,,OTH
JACK,Trump,3817,ALL,President of the US,,REP
JACK,Harris,363,ALL,President of the US,,DEM
JACK,Oliver,12,ALL,President of the US,,LIB
JACK,Stein,7,ALL,President of the US,,GRN
JACK,Ayyadurai,0,ALL,President of the US,,OTH
JACK,Cuellar,0,ALL,President of the US,,OTH
JACK,DeLaCruz,0,ALL,President of the US,,OTH
JACK,Fox,0,ALL,President of the US,,OTH
JACK,Sonski,0,ALL,President of the US,,OTH
JACK,West,0,ALL,President of the US,,OTH
JACKSON,Trump,5360,ALL,President of the US,,REP
JACKSON,Harris,904,ALL,President of the US,,DEM
JACKSON,Oliver,23,ALL,President of the US,,LIB
JACKSON,Stein,13,ALL,President of the US,,GRN
JACKSON,Ayyadurai,0,ALL,President of the US,,OTH
JACKSON,Cuellar,0,ALL,President of the US,,OTH
JACKSON,DeLaCruz,0,ALL,President of the US,,OTH
JACKSON,Fox,0,ALL,President of the US,,OTH
JACKSON,Sonski,0,ALL,President of the US,,OTH
JACKSON,West,0,ALL,President of the US,,OTH
JASPER,Trump,13137,ALL,President of the US,,REP
JASPER,Harris,2606,ALL,President of the US,,DEM
JASPER,Oliver,47,ALL,President of the US,,LIB
JASPER,Stein,14,ALL,President of the US,,GRN
JASPER,Ayyadurai,0,ALL,President of the US,,OTH
JASPER,Cuellar,0,ALL,President of the US,,OTH
JASPER,DeLaCruz,1,ALL,President of the US,,OTH
JASPER,Fox,0,ALL,President of the US,,OTH
JASPER,Sonski,1,ALL,President of the US,,OTH
JASPER,West,0,ALL,President of the US,,OTH
JEFF DAVIS,Trump,699,ALL,President of the US,,REP
JEFF DAVIS,Harris,450,ALL,President of the US,,DEM
JEFF DAVIS,Oliver,14,ALL,President of the US,,LIB
JEFF DAVIS,Stein,6,ALL,President of the US,,GRN
JEFF DAVIS,Ayyadurai,0,ALL,President of the US,,OTH
JEFF DAVIS,Cuellar,0,ALL,President of the US,,OTH
JEFF DAVIS,DeLaCruz,0,ALL,President of the US,,OTH
JEFF DAVIS,Fox,0,ALL,President of the US,,OTH
JEFF DAVIS,Sonski,0,ALL,President of the US,,OTH
JEFF DAVIS,West,0,ALL,President of the US,,OTH
JEFFERSON,Trump,46453,ALL,President of the US,,REP
JEFFERSON,Harris,38662,ALL,President of the US,,DEM
JEFFERSON,Oliver,408,ALL,President of the US,,LIB
JEFFERSON,Stein,329,ALL,President of the US,,GRN
JEFFERSON,Ayyadurai,0,ALL,President of the US,,OTH
JEFFERSON,Cuellar,0,ALL,President of the US,,OTH
JEFFERSON,DeLaCruz,6,ALL,President of the US,,OTH
JEFFERSON,Fox,1,ALL,President of the US,,OTH
JEFFERSON,Sonski,13,ALL,President of the US,,OTH
JEFFERSON,West,22,ALL,President of the US,,OTH
JIM HOGG,Trump,725,ALL,President of the US,,REP
JIM HOGG,Harris,855,ALL,President of the US,,DEM
JIM HOGG,Oliver,3,ALL,President of the US,,LIB
JIM HOGG,Stein,1,ALL,President of the US,,GRN
JIM HOGG,Ayyadurai,0,ALL,President of the US,,OTH
JIM HOGG,Cuellar,0,ALL,President of the US,,OTH
JIM HOGG,DeLaCruz,0,ALL,President of the US,,OTH
JIM HOGG,Fox,0,ALL,President of the US,,OTH
JIM HOGG,Sonski,0,ALL,President of the US,,OTH
JIM HOGG,West,0,ALL,President of the US,,OTH
JIM WELLS,Trump,7627,ALL,President of the US,,REP
JIM WELLS,Harris,5548,ALL,President of the US,,DEM
JIM WELLS,Oliver,31,ALL,President of the US,,LIB
JIM WELLS,Stein,23,ALL,President of the US,,GRN
JIM WELLS,Ayyadurai,0,ALL,President of the US,,OTH
JIM WELLS,Cuellar,0,ALL,President of the US,,OTH
JIM WELLS,DeLaCruz,0,ALL,President of the US,,OTH
JIM WELLS,Fox,0,ALL,President of the US,,OTH
JIM WELLS,Sonski,0,ALL,President of the US,,OTH
JIM WELLS,West,0,ALL,President of the US,,OTH
JOHNSON,Trump,60649,ALL,President of the US,,REP
JOHNSON,Harris,19175,ALL,President of the US,,DEM
JOHNSON,Oliver,453,ALL,President of the US,,LIB
JOHNSON,Stein,238,ALL,President of the US,,GRN
JOHNSON,Ayyadurai,0,ALL,President of the US,,OTH
JOHNSON,Cuellar,0,ALL,President of the US,,OTH
JOHNSON,DeLaCruz,6,ALL,President of the US,,OTH
JOHNSON,Fox,0,ALL,President of the US,,OTH
JOHNSON,Sonski,16,ALL,President of the US,,OTH
JOHNSON,West,8,ALL,President of the US,,OTH
JONES,Trump,5981,ALL,President of the US,,REP
JONES,Harris,906,ALL,President of the US,,DEM
JONES,Oliver,33,ALL,President of the US,,LIB
JONES,Stein,18,ALL,President of the US,,GRN
JONES,Ayyadurai,0,ALL,President of the US,,OTH
JONES,Cuellar,0,ALL,President of the US,,OTH
JONES,DeLaCruz,0,ALL,President of the US,,OTH
JONES,Fox,0,ALL,President of the US,,OTH
JONES,Sonski,1,ALL,President of the US,,OTH
JONES,West,0,ALL,President of the US,,OTH
KARNES,Trump,4000,ALL,President of the US,,REP
KARNES,Harris,1049,ALL,President of the US,,DEM
KARNES,Oliver,16,ALL,President of the US,,LIB
KARNES,Stein,7,ALL,President of the US,,GRN
KARNES,Ayyadurai,0,ALL,President of the US,,OTH
KARNES,Cuellar,0,ALL,President of the US,,OTH
KARNES,DeLaCruz,0,ALL,President of the US,,OTH
KARNES,Fox,0,ALL,President of the US,,OTH
KARNES,Sonski,0,ALL,President of the US,,OTH
KARNES,West,0,ALL,President of the US,,OTH
KAUFMAN,Trump,43997,ALL,President of the US,,REP
KAUFMAN,Harris,24667,ALL,President of the US,,DEM
KAUFMAN,Oliver,320,ALL,President of the US,,LIB
KAUFMAN,Stein,257,ALL,President of the US,,GRN
KAUFMAN,Ayyadurai,1,ALL,President of the US,,OTH
KAUFMAN,Cuellar,0,ALL,President of the US,,OTH
KAUFMAN,DeLaCruz,5,ALL,President of the US,,OTH
KAUFMAN,Fox,0,ALL,President of the US,,OTH
KAUFMAN,Sonski,17,ALL,President of the US,,OTH
KAUFMAN,West,15,ALL,President of the US,,OTH
KENDALL,Trump,22655,ALL,President of the US,,REP
KENDALL,Harris,6340,ALL,President of the US,,DEM
KENDALL,Oliver,194,ALL,President of the US,,LIB
KENDALL,Stein,76,ALL,President of the US,,GRN
KENDALL,Ayyadurai,0,ALL,President of the US,,OTH
KENDALL,Cuellar,0,ALL,President of the US,,OTH
KENDALL,DeLaCruz,1,ALL,President of the US,,OTH
KENDALL,Fox,0,ALL,President of the US,,OTH
KENDALL,Sonski,19,ALL,President of the US,,OTH
KENDALL,West,1,ALL,President of the US,,OTH
KENEDY,Trump,115,ALL,President of the US,,REP
KENEDY,Harris,41,ALL,President of the US,,DEM
KENEDY,Oliver,2,ALL,President of the US,,LIB
KENEDY,Stein,0,ALL,President of the US,,GRN
KENEDY,Ayyadurai,0,ALL,President of the US,,OTH
KENEDY,Cuellar,0,ALL,President of the US,,OTH
KENEDY,DeLaCruz,0,ALL,President of the US,,OTH
KENEDY,Fox,0,ALL,President of the US,,OTH
KENEDY,Sonski,0,ALL,President of the US,,OTH
KENEDY,West,0,ALL,President of the US,,OTH
KENT,Trump,390,ALL,President of the US,,REP
KENT,Harris,50,ALL,President of the US,,DEM
KENT,Oliver,5,ALL,President of the US,,LIB
KENT,Stein,0,ALL,President of the US,,GRN
KENT,Ayyadurai,0,ALL,President of the US,,OTH
KENT,Cuellar,0,ALL,President of the US,,OTH
KENT,DeLaCruz,0,ALL,President of the US,,OTH
KENT,Fox,0,ALL,President of the US,,OTH
KENT,Sonski,0,ALL,President of the US,,OTH
KENT,West,0,ALL,President of the US,,OTH
KERR,Trump,21594,ALL,President of the US,,REP
KERR,Harris,6299,ALL,President of the US,,DEM
KERR,Oliver,161,ALL,President of the US,,LIB
KERR,Stein,65,ALL,President of the US,,GRN
KERR,Ayyadurai,2,ALL,President of the US,,OTH
KERR,Cuellar,0,ALL,President of the US,,OTH
KERR,DeLaCruz,2,ALL,President of the US,,OTH
KERR,Fox,0,ALL,President of the US,,OTH
KERR,Sonski,8,ALL,President of the US,,OTH
KERR,West,2,ALL,President of the US,,OTH
KIMBLE,Trump,2126,ALL,President of the US,,REP
KIMBLE,Harris,261,ALL,President of the US,,DEM
KIMBLE,Oliver,10,ALL,President of the US,,LIB
KIMBLE,Stein,5,ALL,President of the US,,GRN
KIMBLE,Ayyadurai,0,ALL,President of the US,,OTH
KIMBLE,Cuellar,0,ALL,President of the US,,OTH
KIMBLE,DeLaCruz,0,ALL,President of the US,,OTH
KIMBLE,Fox,0,ALL,President of the US,,OTH
KIMBLE,Sonski,2,ALL,President of the US,,OTH
KIMBLE,West,0,ALL,President of the US,,OTH
KING,Trump,129,ALL,President of the US,,REP
KING,Harris,6,ALL,President of the US,,DEM
KING,Oliver,0,ALL,President of the US,,LIB
KING,Stein,0,ALL,President of the US,,GRN
KING,Ayyadurai,0,ALL,President of the US,,OTH
KING,Cuellar,0,ALL,President of the US,,OTH
KING,DeLaCruz,0,ALL,President of the US,,OTH
KING,Fox,0,ALL,President of the US,,OTH
KING,Sonski,0,ALL,President of the US,,OTH
KING,West,0,ALL,President of the US,,OTH
KINNEY,Trump,1062,ALL,President of the US,,REP
KINNEY,Harris,345,ALL,President of the US,,DEM
KINNEY,Oliver,7,ALL,President of the US,,LIB
KINNEY,Stein,3,ALL,President of the US,,GRN
KINNEY,Ayyadurai,0,ALL,President of the US,,OTH
KINNEY,Cuellar,0,ALL,President of the US,,OTH
KINNEY,DeLaCruz,0,ALL,President of the US,,OTH
KINNEY,Fox,0,ALL,President of the US,,OTH
KINNEY,Sonski,0,ALL,President of the US,,OTH
KINNEY,West,0,ALL,President of the US,,OTH
KLEBERG,Trump,5572,ALL,President of the US,,REP
KLEBERG,Harris,4315,ALL,President of the US,,DEM
KLEBERG,Oliver,36,ALL,President of the US,,LIB
KLEBERG,Stein,23,ALL,President of the US,,GRN
KLEBERG,Ayyadurai,1,ALL,President of the US,,OTH
KLEBERG,Cuellar,0,ALL,President of the US,,OTH
KLEBERG,DeLaCruz,0,ALL,President of the US,,OTH
KLEBERG,Fox,0,ALL,President of the US,,OTH
KLEBERG,Sonski,2,ALL,President of the US,,OTH
KLEBERG,West,1,ALL,President of the US,,OTH
KNOX,Trump,1156,ALL,President of the US,,REP
KNOX,Harris,214,ALL,President of the US,,DEM
KNOX,Oliver,1,ALL,President of the US,,LIB
KNOX,Stein,5,ALL,President of the US,,GRN
KNOX,Ayyadurai,0,ALL,President of the US,,OTH
KNOX,Cuellar,0,ALL,President of the US,,OTH
KNOX,DeLaCruz,0,ALL,President of the US,,OTH
KNOX,Fox,0,ALL,President of the US,,OTH
KNOX,Sonski,0,ALL,President of the US,,OTH
KNOX,West,0,ALL,President of the US,,OTH
LAMAR,Trump,17044,ALL,President of the US,,REP
LAMAR,Harris,4079,ALL,President of the US,,DEM
LAMAR,Oliver,71,ALL,President of the US,,LIB
LAMAR,Stein,42,ALL,President of the US,,GRN
LAMAR,Ayyadurai,49,ALL,President of the US,,OTH
LAMAR,Cuellar,0,ALL,President of the US,,OTH
LAMAR,DeLaCruz,0,ALL,President of the US,,OTH
LAMAR,Fox,0,ALL,President of the US,,OTH
LAMAR,Sonski,0,ALL,President of the US,,OTH
LAMAR,West,0,ALL,President of the US,,OTH
LAMB,Trump,3382,ALL,President of the US,,REP
LAMB,Harris,716,ALL,President of the US,,DEM
LAMB,Oliver,13,ALL,President of the US,,LIB
LAMB,Stein,11,ALL,President of the US,,GRN
LAMB,Ayyadurai,0,ALL,President of the US,,OTH
LAMB,Cuellar,0,ALL,President of the US,,OTH
LAMB,DeLaCruz,0,ALL,President of the US,,OTH
LAMB,Fox,0,ALL,President of the US,,OTH
LAMB,Sonski,0,ALL,President of the US,,OTH
LAMB,West,0,ALL,President of the US,,OTH
LAMPASAS,Trump,8951,ALL,President of the US,,REP
LAMPASAS,Harris,2229,ALL,President of the US,,DEM
LAMPASAS,Oliver,63,ALL,President of the US,,LIB
LAMPASAS,Stein,40,ALL,President of the US,,GRN
LAMPASAS,Ayyadurai,0,ALL,President of the US,,OTH
LAMPASAS,Cuellar,1,ALL,President of the US,,OTH
LAMPASAS,DeLaCruz,0,ALL,President of the US,,OTH
LAMPASAS,Fox,0,ALL,President of the US,,OTH
LAMPASAS,Sonski,2,ALL,President of the US,,OTH
LAMPASAS,West,1,ALL,President of the US,,OTH
LASALLE,Trump,1415,ALL,President of the US,,REP
LASALLE,Harris,931,ALL,President of the US,,DEM
LASALLE,Oliver,4,ALL,President of the US,,LIB
LASALLE,Stein,6,ALL,President of the US,,GRN
LASALLE,Ayyadurai,0,ALL,President of the US,,OTH
LASALLE,Cuellar,0,ALL,President of the US,,OTH
LASALLE,DeLaCruz,0,ALL,President of the US,,OTH
LASALLE,Fox,0,ALL,President of the US,,OTH
LASALLE,Sonski,0,ALL,President of the US,,OTH
LASALLE,West,0,ALL,President of the US,,OTH
LAVACA,Trump,9199,ALL,President of the US,,REP
LAVACA,Harris,1229,ALL,President of the US,,DEM
LAVACA,Oliver,19,ALL,President of the US,,LIB
LAVACA,Stein,17,ALL,President of the US,,GRN
LAVACA,Ayyadurai,0,ALL,President of the US,,OTH
LAVACA,Cuellar,0,ALL,President of the US,,OTH
LAVACA,DeLaCruz,0,ALL,President of the US,,OTH
LAVACA,Fox,0,ALL,President of the US,,OTH
LAVACA,Sonski,2,ALL,President of the US,,OTH
LAVACA,West,2,ALL,President of the US,,OTH
LEE,Trump,6722,ALL,President of the US,,REP
LEE,Harris,1639,ALL,President of the US,,DEM
LEE,Oliver,35,ALL,President of the US,,LIB
LEE,Stein,14,ALL,President of the US,,GRN
LEE,Ayyadurai,0,ALL,President of the US,,OTH
LEE,Cuellar,0,ALL,President of the US,,OTH
LEE,DeLaCruz,1,ALL,President of the US,,OTH
LEE,Fox,0,ALL,President of the US,,OTH
LEE,Sonski,0,ALL,President of the US,,OTH
LEE,West,1,ALL,President of the US,,OTH
LEON,Trump,7978,ALL,President of the US,,REP
LEON,Harris,1028,ALL,President of the US,,DEM
LEON,Oliver,34,ALL,President of the US,,LIB
LEON,Stein,11,ALL,President of the US,,GRN
LEON,Ayyadurai,1,ALL,President of the US,,OTH
LEON,Cuellar,0,ALL,President of the US,,OTH
LEON,DeLaCruz,0,ALL,President of the US,,OTH
LEON,Fox,0,ALL,President of the US,,OTH
LEON,Sonski,3,ALL,President of the US,,OTH
LEON,West,0,ALL,President of the US,,OTH
LIBERTY,Trump,25182,ALL,President of the US,,REP
LIBERTY,Harris,5923,ALL,President of the US,,DEM
LIBERTY,Oliver,88,ALL,President of the US,,LIB
LIBERTY,Stein,35,ALL,President of the US,,GRN
LIBERTY,Ayyadurai,1,ALL,President of the US,,OTH
LIBERTY,Cuellar,1,ALL,President of the US,,OTH
LIBERTY,DeLaCruz,3,ALL,President of the US,,OTH
LIBERTY,Fox,0,ALL,President of the US,,OTH
LIBERTY,Sonski,1,ALL,President of the US,,OTH
LIBERTY,West,1,ALL,President of the US,,OTH
LIMESTONE,Trump,7075,ALL,President of the US,,REP
LIMESTONE,Harris,1920,ALL,President of the US,,DEM
LIMESTONE,Oliver,44,ALL,President of the US,,LIB
LIMESTONE,Stein,23,ALL,President of the US,,GRN
LIMESTONE,Ayyadurai,0,ALL,President of the US,,OTH
LIMESTONE,Cuellar,0,ALL,President of the US,,OTH
LIMESTONE,DeLaCruz,0,ALL,President of the US,,OTH
LIMESTONE,Fox,0,ALL,President of the US,,OTH
LIMESTONE,Sonski,0,ALL,President of the US,,OTH
LIMESTONE,West,0,ALL,President of the US,,OTH
LIPSCOMB,Trump,1123,ALL,President of the US,,REP
LIPSCOMB,Harris,123,ALL,President of the US,,DEM
LIPSCOMB,Oliver,11,ALL,President of the US,,LIB
LIPSCOMB,Stein,0,ALL,President of the US,,GRN
LIPSCOMB,Ayyadurai,0,ALL,President of the US,,OTH
LIPSCOMB,Cuellar,0,ALL,President of the US,,OTH
LIPSCOMB,DeLaCruz,0,ALL,President of the US,,OTH
LIPSCOMB,Fox,0,ALL,President of the US,,OTH
LIPSCOMB,Sonski,0,ALL,President of the US,,OTH
LIPSCOMB,West,0,ALL,President of the US,,OTH
LIVE OAK,Trump,4302,ALL,President of the US,,REP
LIVE OAK,Harris,760,ALL,President of the US,,DEM
LIVE OAK,Oliver,13,ALL,President of the US,,LIB
LIVE OAK,Stein,11,ALL,President of the US,,GRN
LIVE OAK,Ayyadurai,1,ALL,President of the US,,OTH
LIVE OAK,Cuellar,0,ALL,President of the US,,OTH
LIVE OAK,DeLaCruz,0,ALL,President of the US,,OTH
LIVE OAK,Fox,0,ALL,President of the US,,OTH
LIVE OAK,Sonski,0,ALL,President of the US,,OTH
LIVE OAK,West,0,ALL,President of the US,,OTH
LLANO,Trump,10894,ALL,President of the US,,REP
LLANO,Harris,2605,ALL,President of the US,,DEM
LLANO,Oliver,75,ALL,President of the US,,LIB
LLANO,Stein,32,ALL,President of the US,,GRN
LLANO,Ayyadurai,0,ALL,President of the US,,OTH
LLANO,Cuellar,0,ALL,President of the US,,OTH
LLANO,DeLaCruz,1,ALL,President of the US,,OTH
LLANO,Fox,0,ALL,President of the US,,OTH
LLANO,Sonski,6,ALL,President of the US,,OTH
LLANO,West,0,ALL,President of the US,,OTH
LOVING,Trump,86,ALL,President of the US,,REP
LOVING,Harris,10,ALL,President of the US,,DEM
LOVING,Oliver,0,ALL,President of the US,,LIB
LOVING,Stein,1,ALL,President of the US,,GRN
LOVING,Ayyadurai,0,ALL,President of the US,,OTH
LOVING,Cuellar,0,ALL,President of the US,,OTH
LOVING,DeLaCruz,0,ALL,President of the US,,OTH
LOVING,Fox,0,ALL,President of the US,,OTH
LOVING,Sonski,0,ALL,President of the US,,OTH
LOVING,West,0,ALL,President of the US,,OTH
LUBBOCK,Trump,86360,ALL,President of the US,,REP
LUBBOCK,Harris,37010,ALL,President of the US,,DEM
LUBBOCK,Oliver,790,ALL,President of the US,,LIB
LUBBOCK,Stein,483,ALL,President of the US,,GRN
LUBBOCK,Ayyadurai,2,ALL,President of the US,,OTH
LUBBOCK,Cuellar,0,ALL,President of the US,,OTH
LUBBOCK,DeLaCruz,16,ALL,President of the US,,OTH
LUBBOCK,Fox,0,ALL,President of the US,,OTH
LUBBOCK,Sonski,37,ALL,President of the US,,OTH
LUBBOCK,West,11,ALL,President of the US,,OTH
LYNN,Trump,2171,ALL,President of the US,,REP
LYNN,Harris,367,ALL,President of the US,,DEM
LYNN,Oliver,14,ALL,President of the US,,LIB
LYNN,Stein,7,ALL,President of the US,,GRN
LYNN,Ayyadurai,0,ALL,President of the US,,OTH
LYNN,Cuellar,0,ALL,President of the US,,OTH
LYNN,DeLaCruz,0,ALL,President of the US,,OTH
LYNN,Fox,0,ALL,President of the US,,OTH
LYNN,Sonski,0,ALL,President of the US,,OTH
