county,candidate,votes,precinct,office,district,party
SAN JACINTO,Fox,0,ALL,President of the US,,OTH
SAN JACINTO,Sonski,0,ALL,President of the US,,OTH
SAN JACINTO,West,0,ALL,President of the US,,OTH
SAN PATRICIO,Trump,17323,ALL,President of the US,,REP
SAN PATRICIO,Harris,8008,ALL,President of the US,,DEM
SAN PATRICIO,Oliver,131,ALL,President of the US,,LIB
SAN PATRICIO,Stein,79,ALL,President of the US,,GRN
SAN PATRICIO,Ayyadurai,0,ALL,President of the US,,OTH
SAN PATRICIO,Cuellar,0,ALL,President of the US,,OTH
SAN PATRICIO,DeLaCruz,2,ALL,President of the US,,OTH
SAN PATRICIO,Fox,0,ALL,President of the US,,OTH
SAN PATRICIO,Sonski,5,ALL,President of the US,,OTH
SAN PATRICIO,West,0,ALL,President of the US,,OTH
SAN SABA,Trump,2412,ALL,President of the US,,REP
SAN SABA,Harris,276,ALL,President of the US,,DEM
SAN SABA,Oliver,12,ALL,President of the US,,LIB
SAN SABA,Stein,3,ALL,President of the US,,GRN
SAN SABA,Ayyadurai,6,ALL,President of the US,,OTH
SAN SABA,Cuellar,0,ALL,President of the US,,OTH
SAN SABA,DeLaCruz,0,ALL,President of the US,,OTH
SAN SABA,Fox,0,ALL,President of the US,,OTH
SAN SABA,Sonski,0,ALL,President of the US,,OTH
SAN SABA,West,0,ALL,President of the US,,OTH
SCHLEICHER,Trump,906,ALL,President of the US,,REP
SCHLEICHER,Harris,192,ALL,President of the US,,DEM
SCHLEICHER,Oliver,7,ALL,President of the US,,LIB
SCHLEICHER,Stein,3,ALL,President of the US,,GRN
SCHLEICHER,Ayyadurai,0,ALL,President of the US,,OTH
SCHLEICHER,Cuellar,0,ALL,President of the US,,OTH
SCHLEICHER,DeLaCruz,0,ALL,President of the US,,OTH
SCHLEICHER,Fox,0,ALL,President of the US,,OTH
SCHLEICHER,Sonski,0,ALL,President of the US,,OTH
SCHLEICHER,West,0,ALL,President of the US,,OTH
SCURRY,Trump,4908,ALL,President of the US,,REP
SCURRY,Harris,730,ALL,President of the US,,DEM
SCURRY,Oliver,27,ALL,President of the US,,LIB
SCURRY,Stein,14,ALL,President of the US,,GRN
SCURRY,Ayyadurai,0,ALL,President of the US,,OTH
SCURRY,Cuellar,0,ALL,President of the US,,OTH
SCURRY,DeLaCruz,0,ALL,President of the US,,OTH
SCURRY,Fox,0,ALL,President of the US,,OTH
SCURRY,Sonski,0,ALL,President of the US,,OTH
SCURRY,West,0,ALL,President of the US,,OTH
SHACKELFORD,Trump,1565,ALL,President of the US,,REP
SHACKELFORD,Harris,146,ALL,President of the US,,DEM
SHACKELFORD,Oliver,12,ALL,President of the US,,LIB
SHACKELFORD,Stein,4,ALL,President of the US,,GRN
SHACKELFORD,Ayyadurai,0,ALL,President of the US,,OTH
SHACKELFORD,Cuellar,0,ALL,President of the US,,OTH
SHACKELFORD,DeLaCruz,1,ALL,President of the US,,OTH
SHACKELFORD,Fox,0,ALL,President of the US,,OTH
SHACKELFORD,Sonski,0,ALL,President of the US,,OTH
SHACKELFORD,West,0,ALL,President of the US,,OTH
SHELBY,Trump,8155,ALL,President of the US,,REP
SHELBY,Harris,1740,ALL,President of the US,,DEM
SHELBY,Oliver,27,ALL,President of the US,,LIB
SHELBY,Stein,16,ALL,President of the US,,GRN
SHELBY,Ayyadurai,0,ALL,President of the US,,OTH
SHELBY,Cuellar,0,ALL,President of the US,,OTH
SHELBY,DeLaCruz,0,ALL,President of the US,,OTH
SHELBY,Fox,0,ALL,President of the US,,OTH
SHELBY,Sonski,0,ALL,President of the US,,OTH
SHELBY,West,0,ALL,President of the US,,OTH
SHERMAN,Trump,815,ALL,President of the US,,REP
SHERMAN,Harris,70,ALL,President of the US,,DEM
SHERMAN,Oliver,5,ALL,President of the US,,LIB
SHERMAN,Stein,2,ALL,President of the US,,GRN
SHERMAN,Ayyadurai,0,ALL,President of the US,,OTH
SHERMAN,Cuellar,0,ALL,President of the US,,OTH
SHERMAN,DeLaCruz,0,ALL,President of the US,,OTH
SHERMAN,Fox,0,ALL,President of the US,,OTH
SHERMAN,Sonski,0,ALL,President of the US,,OTH
SHERMAN,West,0,ALL,President of the US,,OTH
SMITH,Trump,74657,ALL,President of the US,,REP
SMITH,Harris,27890,ALL,President of the US,,DEM
SMITH,Oliver,558,ALL,President of the US,,LIB
SMITH,Stein,349,ALL,President of the US,,GRN
SMITH,Ayyadurai,6,ALL,President of the US,,OTH
SMITH,Cuellar,1,ALL,President of the US,,OTH
SMITH,DeLaCruz,12,ALL,President of the US,,OTH
SMITH,Fox,0,ALL,President of the US,,OTH
SMITH,Sonski,33,ALL,President of the US,,OTH
SMITH,West,6,ALL,President of the US,,OTH
SOMERVELL,Trump,4492,ALL,President of the US,,REP
SOMERVELL,Harris,748,ALL,President of the US,,DEM
SOMERVELL,Oliver,28,ALL,President of the US,,LIB
SOMERVELL,Stein,13,ALL,President of the US,,GRN
SOMERVELL,Ayyadurai,1,ALL,President of the US,,OTH
SOMERVELL,Cuellar,0,ALL,President of the US,,OTH
SOMERVELL,DeLaCruz,0,ALL,President of the US,,OTH
SOMERVELL,Fox,0,ALL,President of the US,,OTH
SOMERVELL,Sonski,8,ALL,President of the US,,OTH
SOMERVELL,West,0,ALL,President of the US,,OTH
STARR,Trump,9443,ALL,President of the US,,REP
STARR,Harris,6845,ALL,President of the US,,DEM
STARR,Oliver,36,ALL,President of the US,,LIB
STARR,Stein,34,ALL,President of the US,,GRN
STARR,Ayyadurai,0,ALL,President of the US,,OTH
STARR,Cuellar,0,ALL,President of the US,,OTH
STARR,DeLaCruz,0,ALL,President of the US,,OTH
STARR,Fox,0,ALL,President of the US,,OTH
STARR,Sonski,0,ALL,President of the US,,OTH
STARR,West,0,ALL,President of the US,,OTH
STEPHENS,Trump,3354,ALL,President of the US,,REP
STEPHENS,Harris,384,ALL,President of the US,,DEM
STEPHENS,Oliver,5,ALL,President of the US,,LIB
STEPHENS,Stein,4,ALL,President of the US,,GRN
STEPHENS,Ayyadurai,0,ALL,President of the US,,OTH
STEPHENS,Cuellar,0,ALL,President of the US,,OTH
STEPHENS,DeLaCruz,0,ALL,President of the US,,OTH
STEPHENS,Fox,0,ALL,President of the US,,OTH
STEPHENS,Sonski,0,ALL,President of the US,,OTH
STEPHENS,West,0,ALL,President of the US,,OTH
STERLING,Trump,583,ALL,President of the US,,REP
STERLING,Harris,43,ALL,President of the US,,DEM
STERLING,Oliver,1,ALL,President of the US,,LIB
STERLING,Stein,2,ALL,President of the US,,GRN
STERLING,Ayyadurai,0,ALL,President of the US,,OTH
STERLING,Cuellar,0,ALL,President of the US,,OTH
STERLING,DeLaCruz,0,ALL,President of the US,,OTH
STERLING,Fox,0,ALL,President of the US,,OTH
STERLING,Sonski,0,ALL,President of the US,,OTH
STERLING,West,0,ALL,President of the US,,OTH
STONEWALL,Trump,604,ALL,President of the US,,REP
STONEWALL,Harris,110,ALL,President of the US,,DEM
STONEWALL,Oliver,1,ALL,President of the US,,LIB
STONEWALL,Stein,1,ALL,President of the US,,GRN
STONEWALL,Ayyadurai,0,ALL,President of the US,,OTH
STONEWALL,Cuellar,0,ALL,President of the US,,OTH
STONEWALL,DeLaCruz,0,ALL,President of the US,,OTH
STONEWALL,Fox,0,ALL,President of the US,,OTH
STONEWALL,Sonski,0,ALL,President of the US,,OTH
STONEWALL,West,0,ALL,President of the US,,OTH
SUTTON,Trump,1167,ALL,President of the US,,REP
SUTTON,Harris,228,ALL,President of the US,,DEM
SUTTON,Oliver,3,ALL,President of the US,,LIB
SUTTON,Stein,2,ALL,President of the US,,GRN
SUTTON,Ayyadurai,0,ALL,President of the US,,OTH
SUTTON,Cuellar,0,ALL,President of the US,,OTH
SUTTON,DeLaCruz,0,ALL,President of the US,,OTH
SUTTON,Fox,0,ALL,President of the US,,OTH
SUTTON,Sonski,0,ALL,President of the US,,OTH
SUTTON,West,0,ALL,President of the US,,OTH
SWISHER,Trump,1839,ALL,President of the US,,REP
SWISHER,Harris,403,ALL,President of the US,,DEM
SWISHER,Oliver,13,ALL,President of the US,,LIB
SWISHER,Stein,9,ALL,President of the US,,GRN
SWISHER,Ayyadurai,3,ALL,President of the US,,OTH
SWISHER,Cuellar,0,ALL,President of the US,,OTH
SWISHER,DeLaCruz,0,ALL,President of the US,,OTH
SWISHER,Fox,0,ALL,President of the US,,OTH
SWISHER,Sonski,0,ALL,President of the US,,OTH
SWISHER,West,0,ALL,President of the US,,OTH
TARRANT,Trump,425650,ALL,President of the US,,REP
TARRANT,Harris,383023,ALL,President of the US,,DEM
TARRANT,Oliver,5519,ALL,President of the US,,LIB
TARRANT,Stein,6003,ALL,President of the US,,GRN
TARRANT,Ayyadurai,13,ALL,President of the US,,OTH
TARRANT,Cuellar,0,ALL,President of the US,,OTH
TARRANT,DeLaCruz,124,ALL,President of the US,,OTH
TARRANT,Fox,0,ALL,President of the US,,OTH
TARRANT,Sonski,357,ALL,President of the US,,OTH
TARRANT,West,136,ALL,President of the US,,OTH
TAYLOR,Trump,41116,ALL,President of the US,,REP
TAYLOR,Harris,13574,ALL,President of the US,,DEM
TAYLOR,Oliver,369,ALL,President of the US,,LIB
TAYLOR,Stein,191,ALL,President of the US,,GRN
TAYLOR,Ayyadurai,3,ALL,President of the US,,OTH
TAYLOR,Cuellar,0,ALL,President of the US,,OTH
TAYLOR,DeLaCruz,4,ALL,President of the US,,OTH
TAYLOR,Fox,0,ALL,President of the US,,OTH
TAYLOR,Sonski,21,ALL,President of the US,,OTH
TAYLOR,West,3,ALL,President of the US,,OTH
TERRELL,Trump,314,ALL,President of the US,,REP
TERRELL,Harris,91,ALL,President of the US,,DEM
TERRELL,Oliver,0,ALL,President of the US,,LIB
TERRELL,Stein,0,ALL,President of the US,,GRN
TERRELL,Ayyadurai,0,ALL,President of the US,,OTH
TERRELL,Cuellar,0,ALL,President of the US,,OTH
TERRELL,DeLaCruz,0,ALL,President of the US,,OTH
TERRELL,Fox,0,ALL,President of the US,,OTH
TERRELL,Sonski,0,ALL,President of the US,,OTH
TERRELL,West,0,ALL,President of the US,,OTH
TERRY,Trump,2813,ALL,President of the US,,REP
TERRY,Harris,587,ALL,President of the US,,DEM
TERRY,Oliver,13,ALL,President of the US,,LIB
TERRY,Stein,4,ALL,President of the US,,GRN
TERRY,Ayyadurai,0,ALL,President of the US,,OTH
TERRY,Cuellar,0,ALL,President of the US,,OTH
TERRY,DeLaCruz,0,ALL,President of the US,,OTH
TERRY,Fox,0,ALL,President of the US,,OTH
TERRY,Sonski,0,ALL,President of the US,,OTH
TERRY,West,1,ALL,President of the US,,OTH
THROCKMORTON,Trump,822,ALL,President of the US,,REP
THROCKMORTON,Harris,73,ALL,President of the US,,DEM
THROCKMORTON,Oliver,2,ALL,President of the US,,LIB
THROCKMORTON,Stein,2,ALL,President of the US,,GRN
THROCKMORTON,Ayyadurai,0,ALL,President of the US,,OTH
THROCKMORTON,Cuellar,0,ALL,President of the US,,OTH
THROCKMORTON,DeLaCruz,0,ALL,President of the US,,OTH
THROCKMORTON,Fox,0,ALL,President of the US,,OTH
THROCKMORTON,Sonski,0,ALL,President of the US,,OTH
THROCKMORTON,West,0,ALL,President of the US,,OTH
TITUS,Trump,7849,ALL,President of the US,,REP
TITUS,Harris,2268,ALL,President of the US,,DEM
TITUS,Oliver,47,ALL,President of the US,,LIB
TITUS,Stein,24,ALL,President of the US,,GRN
TITUS,Ayyadurai,0,ALL,President of the US,,OTH
TITUS,Cuellar,0,ALL,President of the US,,OTH
TITUS,DeLaCruz,0,ALL,President of the US,,OTH
TITUS,Fox,0,ALL,President of the US,,OTH
TITUS,Sonski,3,ALL,President of the US,,OTH
TITUS,West,3,ALL,President of the US,,OTH
TOM GREEN,Trump,33316,ALL,President of the US,,REP
TOM GREEN,Harris,11508,ALL,President of the US,,DEM
TOM GREEN,Oliver,304,ALL,President of the US,,LIB
TOM GREEN,Stein,146,ALL,President of the US,,GRN
TOM GREEN,Ayyadurai,0,ALL,President of the US,,OTH
TOM GREEN,Cuellar,1,ALL,President of the US,,OTH
TOM GREEN,DeLaCruz,3,ALL,President of the US,,OTH
TOM GREEN,Fox,0,ALL,President of the US,,OTH
TOM GREEN,Sonski,13,ALL,President of the US,,OTH
TOM GREEN,West,5,ALL,President of the US,,OTH
TRAVIS,Trump,170613,ALL,President of the US,,REP
TRAVIS,Harris,398253,ALL,President of the US,,DEM
TRAVIS,Oliver,4628,ALL,President of the US,,LIB
TRAVIS,Stein,5875,ALL,President of the US,,GRN
TRAVIS,Ayyadurai,21,ALL,President of the US,,OTH
TRAVIS,Cuellar,0,ALL,President of the US,,OTH
TRAVIS,DeLaCruz,482,ALL,President of the US,,OTH
TRAVIS,Fox,2,ALL,President of the US,,OTH
TRAVIS,Sonski,270,ALL,President of the US,,OTH
TRAVIS,West,215,ALL,President of the US,,OTH
TRINITY,Trump,6121,ALL,President of the US,,REP
TRINITY,Harris,1192,ALL,President of the US,,DEM
TRINITY,Oliver,26,ALL,President of the US,,LIB
TRINITY,Stein,17,ALL,President of the US,,GRN
TRINITY,Ayyadurai,0,ALL,President of the US,,OTH
TRINITY,Cuellar,0,ALL,President of the US,,OTH
TRINITY,DeLaCruz,0,ALL,President of the US,,OTH
TRINITY,Fox,0,ALL,President of the US,,OTH
TRINITY,Sonski,0,ALL,President of the US,,OTH
TRINITY,West,0,ALL,President of the US,,OTH
TYLER,Trump,8265,ALL,President of the US,,REP
TYLER,Harris,1244,ALL,President of the US,,DEM
TYLER,Oliver,28,ALL,President of the US,,LIB
TYLER,Stein,14,ALL,President of the US,,GRN
TYLER,Ayyadurai,1,ALL,President of the US,,OTH
TYLER,Cuellar,0,ALL,President of the US,,OTH
TYLER,DeLaCruz,0,ALL,President of the US,,OTH
TYLER,Fox,0,ALL,President of the US,,OTH
TYLER,Sonski,0,ALL,President of the US,,OTH
TYLER,West,0,ALL,President of the US,,OTH
UPSHUR,Trump,16925,ALL,President of the US,,REP
UPSHUR,Harris,2812,ALL,President of the US,,DEM
UPSHUR,Oliver,78,ALL,President of the US,,LIB
UPSHUR,Stein,45,ALL,President of the US,,GRN
UPSHUR,Ayyadurai,0,ALL,President of the US,,OTH
UPSHUR,Cuellar,0,ALL,President of the US,,OTH
UPSHUR,DeLaCruz,0,ALL,President of the US,,OTH
UPSHUR,Fox,0,ALL,President of the US,,OTH
UPSHUR,Sonski,3,ALL,President of the US,,OTH
UPSHUR,West,2,ALL,President of the US,,OTH
UPTON,Trump,1149,ALL,President of the US,,REP
UPTON,Harris,146,ALL,President of the US,,DEM
UPTON,Oliver,3,ALL,President of the US,,LIB
UPTON,Stein,5,ALL,President of the US,,GRN
UPTON,Ayyadurai,0,ALL,President of the US,,OTH
UPTON,Cuellar,0,ALL,President of the US,,OTH
UPTON,DeLaCruz,0,ALL,President of the US,,OTH
UPTON,Fox,0,ALL,President of the US,,OTH
UPTON,Sonski,0,ALL,President of the US,,OTH
UPTON,West,0,ALL,President of the US,,OTH
UVALDE,Trump,6480,ALL,President of the US,,REP
UVALDE,Harris,3214,ALL,President of the US,,DEM
UVALDE,Oliver,37,ALL,President of the US,,LIB
UVALDE,Stein,32,ALL,President of the US,,GRN
UVALDE,Ayyadurai,0,ALL,President of the US,,OTH
UVALDE,Cuellar,1,ALL,President of the US,,OTH
UVALDE,DeLaCruz,2,ALL,President of the US,,OTH
UVALDE,Fox,0,ALL,President of the US,,OTH
UVALDE,Sonski,0,ALL,President of the US,,OTH
UVALDE,West,0,ALL,President of the US,,OTH
VAL VERDE,Trump,9130,ALL,President of the US,,REP
VAL VERDE,Harris,5244,ALL,President of the US,,DEM
VAL VERDE,Oliver,71,ALL,President of the US,,LIB
VAL VERDE,Stein,60,ALL,President of the US,,GRN
VAL VERDE,Ayyadurai,1,ALL,President of the US,,OTH
VAL VERDE,Cuellar,0,ALL,President of the US,,OTH
VAL VERDE,DeLaCruz,2,ALL,President of the US,,OTH
VAL VERDE,Fox,0,ALL,President of the US,,OTH
VAL VERDE,Sonski,3,ALL,President of the US,,OTH
VAL VERDE,West,3,ALL,President of the US,,OTH
VAN ZANDT,Trump,24305,ALL,President of the US,,REP
VAN ZANDT,Harris,3427,ALL,President of the US,,DEM
VAN ZANDT,Oliver,98,ALL,President of the US,,LIB
VAN ZANDT,Stein,35,ALL,President of the US,,GRN
VAN ZANDT,Ayyadurai,0,ALL,President of the US,,OTH
VAN ZANDT,Cuellar,0,ALL,President of the US,,OTH
VAN ZANDT,DeLaCruz,3,ALL,President of the US,,OTH
VAN ZANDT,Fox,0,ALL,President of the US,,OTH
VAN ZANDT,Sonski,11,ALL,President of the US,,OTH
VAN ZANDT,West,1,ALL,President of the US,,OTH
VICTORIA,Trump,24994,ALL,President of the US,,REP
VICTORIA,Harris,9988,ALL,President of the US,,DEM
VICTORIA,Oliver,135,ALL,President of the US,,LIB
VICTORIA,Stein,95,ALL,President of the US,,GRN
VICTORIA,Ayyadurai,0,ALL,President of the US,,OTH
VICTORIA,Cuellar,0,ALL,President of the US,,OTH
VICTORIA,DeLaCruz,0,ALL,President of the US,,OTH
VICTORIA,Fox,0,ALL,President of the US,,OTH
VICTORIA,Sonski,16,ALL,President of the US,,OTH
VICTORIA,West,0,ALL,President of the US,,OTH
WALKER,Trump,17503,ALL,President of the US,,REP
WALKER,Harris,7451,ALL,President of the US,,DEM
WALKER,Oliver,117,ALL,President of the US,,LIB
WALKER,Stein,77,ALL,President of the US,,GRN
WALKER,Ayyadurai,0,ALL,President of the US,,OTH
WALKER,Cuellar,0,ALL,President of the US,,OTH
WALKER,DeLaCruz,1,ALL,President of the US,,OTH
WALKER,Fox,0,ALL,President of the US,,OTH
WALKER,Sonski,2,ALL,President of the US,,OTH
WALKER,West,1,ALL,President of the US,,OTH
WALLER,Trump,17057,ALL,President of the US,,REP
WALLER,Harris,10168,ALL,President of the US,,DEM
WALLER,Oliver,133,ALL,President of the US,,LIB
WALLER,Stein,152,ALL,President of the US,,GRN
WALLER,Ayyadurai,0,ALL,President of the US,,OTH
WALLER,Cuellar,0,ALL,President of the US,,OTH
WALLER,DeLaCruz,0,ALL,President of the US,,OTH
WALLER,Fox,0,ALL,President of the US,,OTH
WALLER,Sonski,0,ALL,President of the US,,OTH
WALLER,West,0,ALL,President of the US,,OTH
WARD,Trump,3111,ALL,President of the US,,REP
WARD,Harris,627,ALL,President of the US,,DEM
WARD,Oliver,16,ALL,President of the US,,LIB
WARD,Stein,6,ALL,President of the US,,GRN
WARD,Ayyadurai,0,ALL,President of the US,,OTH
WARD,Cuellar,1,ALL,President of the US,,OTH
WARD,DeLaCruz,0,ALL,President of the US,,OTH
WARD,Fox,0,ALL,President of the US,,OTH
WARD,Sonski,0,ALL,President of the US,,OTH
WARD,West,0,ALL,President of the US,,OTH
WASHINGTON,Trump,14012,ALL,President of the US,,REP
WASHINGTON,Harris,4045,ALL,President of the US,,DEM
WASHINGTON,Oliver,99,ALL,President of the US,,LIB
WASHINGTON,Stein,31,ALL,President of the US,,GRN
WASHINGTON,Ayyadurai,0,ALL,President of the US,,OTH
WASHINGTON,Cuellar,0,ALL,President of the US,,OTH
WASHINGTON,DeLaCruz,2,ALL,President of the US,,OTH
WASHINGTON,Fox,0,ALL,President of the US,,OTH
WASHINGTON,Sonski,6,ALL,President of the US,,OTH
WASHINGTON,West,1,ALL,President of the US,,OTH
WEBB,Trump,33374,ALL,President of the US,,REP
WEBB,Harris,31934,ALL,President of the US,,DEM
WEBB,Oliver,226,ALL,President of the US,,LIB
WEBB,Stein,282,ALL,President of the US,,GRN
WEBB,Ayyadurai,1,ALL,President of the US,,OTH
WEBB,Cuellar,2,ALL,President of the US,,OTH
WEBB,DeLaCruz,11,ALL,President of the US,,OTH
WEBB,Fox,0,ALL,President of the US,,OTH
WEBB,Sonski,4,ALL,President of the US,,OTH
WEBB,West,2,ALL,President of the US,,OTH
WHARTON,Trump,12431,ALL,President of the US,,REP
WHARTON,Harris,3899,ALL,President of the US,,DEM
WHARTON,Oliver,63,ALL,President of the US,,LIB
WHARTON,Stein,40,ALL,President of the US,,GRN
WHARTON,Ayyadurai,0,ALL,President of the US,,OTH
WHARTON,Cuellar,0,ALL,President of the US,,OTH
WHARTON,DeLaCruz,0,ALL,President of the US,,OTH
WHARTON,Fox,0,ALL,President of the US,,OTH
WHARTON,Sonski,0,ALL,President of the US,,OTH
WHARTON,West,0,ALL,President of the US,,OTH
WHEELER,Trump,2090,ALL,President of the US,,REP
WHEELER,Harris,169,ALL,President of the US,,DEM
WHEELER,Oliver,8,ALL,President of the US,,LIB
WHEELER,Stein,2,ALL,President of the US,,GRN
WHEELER,Ayyadurai,0,ALL,President of the US,,OTH
WHEELER,Cuellar,0,ALL,President of the US,,OTH
WHEELER,DeLaCruz,0,ALL,President of the US,,OTH
WHEELER,Fox,0,ALL,President of the US,,OTH
WHEELER,Sonski,2,ALL,President of the US,,OTH
WHEELER,West,0,ALL,President of the US,,OTH
WICHITA,Trump,31600,ALL,President of the US,,REP
WICHITA,Harris,12084,ALL,President of the US,,DEM
WICHITA,Oliver,294,ALL,President of the US,,LIB
WICHITA,Stein,146,ALL,President of the US,,GRN
WICHITA,Ayyadurai,0,ALL,President of the US,,OTH
WICHITA,Cuellar,0,ALL,President of the US,,OTH
WICHITA,DeLaCruz,0,ALL,President of the US,,OTH
WICHITA,Fox,8,ALL,President of the US,,OTH
WICHITA,Sonski,20,ALL,President of the US,,OTH
WICHITA,West,4,ALL,President of the US,,OTH
WILBARGER,Trump,3562,ALL,President of the US,,REP
WILBARGER,Harris,858,ALL,President of the US,,DEM
WILBARGER,Oliver,28,ALL,President of the US,,LIB
WILBARGER,Stein,9,ALL,President of the US,,GRN
WILBARGER,Ayyadurai,0,ALL,President of the US,,OTH
WILBARGER,Cuellar,0,ALL,President of the US,,OTH
WILBARGER,DeLaCruz,0,ALL,President of the US,,OTH
WILBARGER,Fox,0,ALL,President of the US,,OTH
WILBARGER,Sonski,4,ALL,President of the US,,OTH
WILBARGER,West,0,ALL,President of the US,,OTH
WILLACY,Trump,2856,ALL,President of the US,,REP
WILLACY,Harris,2673,ALL,President of the US,,DEM
WILLACY,Oliver,18,ALL,President of the US,,LIB
WILLACY,Stein,16,ALL,President of the US,,GRN
WILLACY,Ayyadurai,0,ALL,President of the US,,OTH
WILLACY,Cuellar,0,ALL,President of the US,,OTH
WILLACY,DeLaCruz,0,ALL,President of the US,,OTH
WILLACY,Fox,0,ALL,President of the US,,OTH
WILLACY,Sonski,0,ALL,President of the US,,OTH
WILLACY,West,0,ALL,President of the US,,OTH
WILLIAMSON,Trump,154853,ALL,President of the US,,REP
WILLIAMSON,Harris,147171,ALL,President of the US,,DEM
WILLIAMSON,Oliver,2541,ALL,President of the US,,LIB
WILLIAMSON,Stein,2527,ALL,President of the US,,GRN
WILLIAMSON,Ayyadurai,9,ALL,President of the US,,OTH
WILLIAMSON,Cuellar,1,ALL,President of the US,,OTH
WILLIAMSON,DeLaCruz,82,ALL,President of the US,,OTH
WILLIAMSON,Fox,2,ALL,President of the US,,OTH
WILLIAMSON,Sonski,171,ALL,President of the US,,OTH
WILLIAMSON,West,40,ALL,President of the US,,OTH
WILSON,Trump,20881,ALL,President of the US,,REP
WILSON,Harris,6227,ALL,President of the US,,DEM
WILSON,Oliver,80,ALL,President of the US,,LIB
WILSON,Stein,49,ALL,President of the US,,GRN
WILSON,Ayyadurai,0,ALL,President of the US,,OTH
WILSON,Cuellar,1,ALL,President of the US,,OTH
WILSON,DeLaCruz,2,ALL,President of the US,,OTH
WILSON,Fox,0,ALL,President of the US,,OTH
WILSON,Sonski,1,ALL,President of the US,,OTH
WILSON,West,2,ALL,President of the US,,OTH
WINKLER,Trump,1646,ALL,President of the US,,REP
WINKLER,Harris,283,ALL,President of the US,,DEM
WINKLER,Oliver,3,ALL,President of the US,,LIB
WINKLER,Stein,0,ALL,President of the US,,GRN
WINKLER,Ayyadurai,1,ALL,President of the US,,OTH
WINKLER,Cuellar,0,ALL,President of the US,,OTH
WINKLER,DeLaCruz,0,ALL,President of the US,,OTH
WINKLER,Fox,0,ALL,President of the US,,OTH
WINKLER,Sonski,0,ALL,President of the US,,OTH
WINKLER,West,0,ALL,President of the US,,OTH
WISE,Trump,32357,ALL,President of the US,,REP
WISE,Harris,5597,ALL,President of the US,,DEM
WISE,Oliver,167,ALL,President of the US,,LIB
WISE,Stein,73,ALL,President of the US,,GRN
WISE,Ayyadurai,2,ALL,President of the US,,OTH
WISE,Cuellar,0,ALL,President of the US,,OTH
WISE,DeLaCruz,3,ALL,President of the US,,OTH
WISE,Fox,0,ALL,President of the US,,OTH
WISE,Sonski,6,ALL,President of the US,,OTH
WISE,West,2,ALL,President of the US,,OTH
WOOD,Trump,20568,ALL,President of the US,,REP
WOOD,Harris,3601,ALL,President of the US,,DEM
WOOD,Oliver,100,ALL,President of the US,,LIB
WOOD,Stein,42,ALL,President of the US,,GRN
WOOD,Ayyadurai,0,ALL,President of the US,,OTH
WOOD,Cuellar,0,ALL,President of the US,,OTH
WOOD,DeLaCruz,1,ALL,President of the US,,OTH
WOOD,Fox,0,ALL,President of the US,,OTH
WOOD,Sonski,3,ALL,President of the US,,OTH
WOOD,West,1,ALL,President of the US,,OTH
YOAKUM,Trump,2039,ALL,President of the US,,REP
YOAKUM,Harris,342,ALL,President of the US,,DEM
YOAKUM,Oliver,7,ALL,President of the US,,LIB
YOAKUM,Stein,5,ALL,President of the US,,GRN
YOAKUM,Ayyadurai,4,ALL,President of the US,,OTH
YOAKUM,Cuellar,4,ALL,President of the US,,OTH
YOAKUM,DeLaCruz,0,ALL,President of the US,,OTH
YOAKUM,Fox,0,ALL,President of the US,,OTH
YOAKUM,Sonski,0,ALL,President of the US,,OTH
YOAKUM,West,0,ALL,President of the US,,OTH
YOUNG,Trump,7269,ALL,President of the US,,REP
YOUNG,Harris,958,ALL,President of the US,,DEM
YOUNG,Oliver,30,ALL,President of the US,,LIB
YOUNG,Stein,19,ALL,President of the US,,GRN
YOUNG,Ayyadurai,2,ALL,President of the US,,OTH
YOUNG,Cuellar,0,ALL,President of the US,,OTH
YOUNG,DeLaCruz,0,ALL,President of the US,,OTH
YOUNG,Fox,0,ALL,President of the US,,OTH
YOUNG,Sonski,3,ALL,President of the US,,OTH
YOUNG,West,0,ALL,President of the US,,OTH
ZAPATA,Trump,2965,ALL,President of the US,,REP
ZAPATA,Harris,1874,ALL,President of the US,,DEM
ZAPATA,Oliver,15,ALL,President of the US,,LIB
ZAPATA,Stein,9,ALL,President of the US,,GRN
ZAPATA,Ayyadurai,0,ALL,President of the US,,OTH
ZAPATA,Cuellar,0,ALL,President of the US,,OTH
ZAPATA,DeLaCruz,0,ALL,President of the US,,OTH
ZAPATA,Fox,0,ALL,President of the US,,OTH
ZAPATA,Sonski,0,ALL,President of the US,,OTH
ZAPATA,West,0,ALL,President of the US,,OTH
ZAVALA,Trump,1480,ALL,President of the US,,REP
ZAVALA,Harris,1984,ALL,President of the US,,DEM
ZAVALA,Oliver,20,ALL,President of the US,,LIB
ZAVALA,Stein,6,ALL,President of the US,,GRN
ZAVALA,Ayyadurai,0,ALL,President of the US,,OTH
ZAVALA,Cuellar,0,ALL,President of the US,,OTH
ZAVALA,DeLaCruz,0,ALL,President of the US,,OTH
ZAVALA,Fox,0,ALL,President of the US,,OTH
ZAVALA,Sonski,0,ALL,President of the US,,OTH
ZAVALA,West,0,ALL,President of the US,,OTH
